fdust,ufdust,ozone,nd,cm,sagas
0.2304147465437788,0.026395939086294416,0.13888888888888887,0.3595505617977528,0.4666666666666666,0.4
0.15668202764976957,0.025380710659898477,0.0972222222222222,0.4382022471910112,0.4666666666666666,0.4
0.17972350230414746,0.024365482233502538,0.1111111111111111,0.4269662921348314,0.5333333333333333,0.33333333333333337
0.17972350230414746,0.024365482233502538,0.13888888888888887,0.4382022471910112,0.4666666666666666,0.33333333333333337
0.17050691244239632,0.024365482233502538,0.0972222222222222,0.47191011235955055,0.39999999999999997,0.4666666666666667
0.19815668202764977,0.024365482233502538,0.15277777777777776,0.5056179775280898,0.5333333333333333,0.2666666666666667
0.22119815668202764,0.025380710659898477,0.125,0.4157303370786517,0.5333333333333333,0.4666666666666667
0.2119815668202765,0.029441624365482234,0.0972222222222222,0.2696629213483146,0.5333333333333333,0.4666666666666667
0.10599078341013825,0.015228426395939087,0.16666666666666666,0.4157303370786517,0.4666666666666666,0.2666666666666667
0.1889400921658986,0.022335025380710662,0.19444444444444442,0.37078651685393255,0.5333333333333333,0.4
0.14746543778801843,0.016243654822335026,0.27777777777777773,0.3146067415730337,0.39999999999999997,0.2666666666666667
0.1935483870967742,0.022335025380710662,0.2222222222222222,0.37078651685393255,0.5333333333333333,0.2666666666666667
0.19815668202764977,0.020304568527918784,0.16666666666666666,0.46067415730337075,0.6,0.4
0.19815668202764977,0.021319796954314723,0.15277777777777776,0.48314606741573024,0.4666666666666666,0.4
0.2119815668202765,0.022335025380710662,0.1111111111111111,0.47191011235955055,0.5333333333333333,0.4
0.1935483870967742,0.0233502538071066,0.125,0.37078651685393255,0.3333333333333333,0.33333333333333337
0.20276497695852536,0.025380710659898477,0.13888888888888887,0.48314606741573024,0.5333333333333333,0.4
0.18433179723502305,0.024365482233502538,0.13888888888888887,0.48314606741573024,0.6,0.33333333333333337
0.18433179723502305,0.021319796954314723,0.18055555555555552,0.23595505617977527,0.5333333333333333,0.2666666666666667
0.17511520737327188,0.021319796954314723,0.125,0.4269662921348314,0.3333333333333333,0.33333333333333337
0.16589861751152074,0.022335025380710662,0.13888888888888887,0.49438202247191004,0.6,0.4666666666666667
0.15207373271889402,0.020304568527918784,0.16666666666666666,0.4157303370786517,0.5333333333333333,0.33333333333333337
0.14285714285714285,0.019289340101522844,0.2222222222222222,0.28089887640449435,0.39999999999999997,0.4666666666666667
0.17972350230414746,0.020304568527918784,0.20833333333333331,0.3146067415730337,0.3333333333333333,0.33333333333333337
0.18433179723502305,0.020304568527918784,0.2222222222222222,0.24719101123595502,0.26666666666666666,0.2666666666666667
0.18433179723502305,0.020304568527918784,0.2222222222222222,0.2134831460674157,0.26666666666666666,0.33333333333333337
0.12903225806451613,0.020304568527918784,0.13888888888888887,0.30337078651685395,0.3333333333333333,0.4
0.15207373271889402,0.018274111675126905,0.20833333333333331,0.24719101123595502,0.3333333333333333,0.2666666666666667
0.15207373271889402,0.019289340101522844,0.2222222222222222,0.2921348314606741,0.3333333333333333,0.33333333333333337
0.1382488479262673,0.018274111675126905,0.16666666666666666,0.28089887640449435,0.19999999999999998,0.4666666666666667
0.17972350230414746,0.018274111675126905,0.20833333333333331,0.2921348314606741,0.26666666666666666,0.2666666666666667
0.18433179723502305,0.021319796954314723,0.16666666666666666,0.2696629213483146,0.39999999999999997,0.4666666666666667
0.17972350230414746,0.024365482233502538,0.16666666666666666,0.1797752808988764,0.26666666666666666,0.4
0.15207373271889402,0.015228426395939087,0.26388888888888884,0.2247191011235955,0.26666666666666666,0.2666666666666667
0.16589861751152074,0.019289340101522844,0.3055555555555555,0.20224719101123595,0.3333333333333333,0.4
0.1382488479262673,0.014213197969543147,0.36111111111111105,0.1797752808988764,0.3333333333333333,0.2666666666666667
0.15668202764976957,0.020304568527918784,0.3194444444444444,0.15730337078651685,0.26666666666666666,0.4
0.17050691244239632,0.017258883248730966,0.2361111111111111,0.2696629213483146,0.3333333333333333,0.4
0.17050691244239632,0.019289340101522844,0.2361111111111111,0.2696629213483146,0.3333333333333333,0.4
0.17972350230414746,0.021319796954314723,0.19444444444444442,0.28089887640449435,0.3333333333333333,0.4
0.17050691244239632,0.021319796954314723,0.16666666666666666,0.2696629213483146,0.3333333333333333,0.33333333333333337
0.15668202764976957,0.018274111675126905,0.2222222222222222,0.2921348314606741,0.3333333333333333,0.2666666666666667
0.15207373271889402,0.018274111675126905,0.2361111111111111,0.23595505617977527,0.3333333333333333,0.33333333333333337
0.1382488479262673,0.018274111675126905,0.25,0.23595505617977527,0.3333333333333333,0.33333333333333337
0.17972350230414746,0.022335025380710662,0.27777777777777773,0.2696629213483146,0.39999999999999997,0.33333333333333337
0.16589861751152074,0.017258883248730966,0.18055555555555552,0.28089887640449435,0.19999999999999998,0.33333333333333337
0.17511520737327188,0.024365482233502538,0.125,0.4044943820224719,0.4666666666666666,0.33333333333333337
0.2534562211981567,0.028426395939086295,0.15277777777777776,0.4044943820224719,0.39999999999999997,0.33333333333333337
0.2626728110599078,0.026395939086294416,0.18055555555555552,0.32584269662921345,0.39999999999999997,0.33333333333333337
0.23963133640552994,0.026395939086294416,0.1111111111111111,0.38202247191011235,0.3333333333333333,0.33333333333333337
0.15668202764976957,0.026395939086294416,0.0972222222222222,0.4157303370786517,0.39999999999999997,0.4
0.17972350230414746,0.0233502538071066,0.1111111111111111,0.37078651685393255,0.39999999999999997,0.2666666666666667
0.1935483870967742,0.025380710659898477,0.125,0.4269662921348314,0.39999999999999997,0.33333333333333337
0.1889400921658986,0.026395939086294416,0.08333333333333333,0.4382022471910112,0.26666666666666666,0.4666666666666667
0.22580645161290322,0.027411167512690356,0.125,0.47191011235955055,0.39999999999999997,0.33333333333333337
0.22580645161290322,0.025380710659898477,0.125,0.348314606741573,0.4666666666666666,0.4666666666666667
0.22119815668202764,0.028426395939086295,0.0972222222222222,0.2696629213483146,0.39999999999999997,0.4
0.28110599078341014,0.027411167512690356,0.13888888888888887,0.38202247191011235,0.3333333333333333,0.2
0.21658986175115208,0.026395939086294416,0.19444444444444442,0.348314606741573,0.39999999999999997,0.4
0.17972350230414746,0.020304568527918784,0.20833333333333331,0.348314606741573,0.39999999999999997,0.2666666666666667
0.22119815668202764,0.026395939086294416,0.15277777777777776,0.39325842696629215,0.3333333333333333,0.33333333333333337
0.21658986175115208,0.022335025380710662,0.13888888888888887,0.4269662921348314,0.4666666666666666,0.4
0.22119815668202764,0.0233502538071066,0.15277777777777776,0.4382022471910112,0.39999999999999997,0.4
0.2350230414746544,0.026395939086294416,0.15277777777777776,0.37078651685393255,0.39999999999999997,0.4
0.2119815668202765,0.025380710659898477,0.1111111111111111,0.3595505617977528,0.3333333333333333,0.33333333333333337
0.19815668202764977,0.024365482233502538,0.19444444444444442,0.37078651685393255,0.3333333333333333,0.33333333333333337
0.2073732718894009,0.025380710659898477,0.125,0.4044943820224719,0.39999999999999997,0.33333333333333337
0.17511520737327188,0.021319796954314723,0.20833333333333331,0.3370786516853932,0.39999999999999997,0.33333333333333337
0.1889400921658986,0.0233502538071066,0.1111111111111111,0.4044943820224719,0.26666666666666666,0.33333333333333337
0.17972350230414746,0.024365482233502538,0.13888888888888887,0.4157303370786517,0.4666666666666666,0.4666666666666667
0.22119815668202764,0.03350253807106599,0.08333333333333333,0.49438202247191004,0.5333333333333333,0.33333333333333337
0.3087557603686636,0.045685279187817264,0.0972222222222222,0.550561797752809,0.5333333333333333,0.33333333333333337
0.2995391705069124,0.03654822335025381,0.1111111111111111,0.4269662921348314,0.4666666666666666,0.4
0.2764976958525346,0.03756345177664975,0.1111111111111111,0.4044943820224719,0.39999999999999997,0.4
0.2119815668202765,0.03756345177664975,0.08333333333333333,0.49438202247191004,0.4666666666666666,0.4
0.2350230414746544,0.03654822335025381,0.0972222222222222,0.449438202247191,0.4666666666666666,0.33333333333333337
0.22580645161290322,0.03451776649746193,0.125,0.49438202247191004,0.5333333333333333,0.4
0.22119815668202764,0.03654822335025381,0.0972222222222222,0.46067415730337075,0.3333333333333333,0.4666666666666667
0.24423963133640553,0.03451776649746193,0.13888888888888887,0.48314606741573024,0.4666666666666666,0.33333333333333337
0.28110599078341014,0.04060913705583757,0.125,0.38202247191011235,0.5333333333333333,0.5333333333333334
0.28110599078341014,0.042639593908629446,0.08333333333333333,0.3146067415730337,0.39999999999999997,0.4666666666666667
0.34101382488479265,0.04060913705583757,0.13888888888888887,0.48314606741573024,0.4666666666666666,0.33333333333333337
0.2903225806451613,0.04060913705583757,0.1111111111111111,0.49438202247191004,0.6,0.4666666666666667
0.25806451612903225,0.03451776649746193,0.18055555555555552,0.47191011235955055,0.5333333333333333,0.33333333333333337
0.2995391705069124,0.04162436548223351,0.16666666666666666,0.4382022471910112,0.5333333333333333,0.2666666666666667
0.2903225806451613,0.03654822335025381,0.1111111111111111,0.48314606741573024,0.4666666666666666,0.4
0.2995391705069124,0.03654822335025381,0.125,0.550561797752809,0.4666666666666666,0.4666666666666667
0.3087557603686636,0.03959390862944163,0.08333333333333333,0.5393258426966292,0.5333333333333333,0.4666666666666667
0.271889400921659,0.03756345177664975,0.08333333333333333,0.46067415730337075,0.39999999999999997,0.4
0.29493087557603687,0.04060913705583757,0.1111111111111111,0.5393258426966292,0.6,0.33333333333333337
0.2534562211981567,0.03654822335025381,0.0972222222222222,0.48314606741573024,0.5333333333333333,0.4
0.23963133640552994,0.03147208121827411,0.13888888888888887,0.48314606741573024,0.3333333333333333,0.33333333333333337
0.2304147465437788,0.03553299492385787,0.0972222222222222,0.48314606741573024,0.3333333333333333,0.4
0.2350230414746544,0.03553299492385787,0.0972222222222222,0.5393258426966292,0.5333333333333333,0.4666666666666667
0.1935483870967742,0.026395939086294416,0.26388888888888884,0.348314606741573,0.5333333333333333,0.2666666666666667
0.2903225806451613,0.044670050761421325,0.08333333333333333,0.5730337078651685,0.6,0.33333333333333337
0.2764976958525346,0.029441624365482234,0.125,0.449438202247191,0.4666666666666666,0.33333333333333337
0.23963133640552994,0.03553299492385787,0.15277777777777776,0.38202247191011235,0.39999999999999997,0.4
0.16129032258064516,0.030456852791878174,0.13888888888888887,0.4157303370786517,0.39999999999999997,0.4
0.1935483870967742,0.03147208121827411,0.13888888888888887,0.4269662921348314,0.4666666666666666,0.33333333333333337
0.19815668202764977,0.03147208121827411,0.15277777777777776,0.449438202247191,0.4666666666666666,0.4
0.20276497695852536,0.03451776649746193,0.125,0.46067415730337075,0.3333333333333333,0.5333333333333334
0.21658986175115208,0.030456852791878174,0.16666666666666666,0.449438202247191,0.39999999999999997,0.33333333333333337
0.24423963133640553,0.03654822335025381,0.13888888888888887,0.38202247191011235,0.4666666666666666,0.4666666666666667
0.2534562211981567,0.03959390862944163,0.125,0.2921348314606741,0.39999999999999997,0.4666666666666667
0.2304147465437788,0.03350253807106599,0.20833333333333331,0.4157303370786517,0.4666666666666666,0.2666666666666667
0.22580645161290322,0.03147208121827411,0.15277777777777776,0.46067415730337075,0.5333333333333333,0.4666666666666667
0.23963133640552994,0.03654822335025381,0.2361111111111111,0.38202247191011235,0.5333333333333333,0.4
0.2350230414746544,0.03451776649746193,0.15277777777777776,0.47191011235955055,0.4666666666666666,0.4
0.2304147465437788,0.03147208121827411,0.2222222222222222,0.4044943820224719,0.39999999999999997,0.4666666666666667
0.23963133640552994,0.03451776649746193,0.125,0.48314606741573024,0.5333333333333333,0.4
0.2119815668202765,0.030456852791878174,0.15277777777777776,0.37078651685393255,0.26666666666666666,0.33333333333333337
0.2488479262672811,0.03451776649746193,0.125,0.5168539325842696,0.5333333333333333,0.33333333333333337
0.2073732718894009,0.03248730964467005,0.19444444444444442,0.39325842696629215,0.4666666666666666,0.33333333333333337
0.2073732718894009,0.03147208121827411,0.2361111111111111,0.39325842696629215,0.39999999999999997,0.2666666666666667
0.20276497695852536,0.026395939086294416,0.18055555555555552,0.37078651685393255,0.26666666666666666,0.33333333333333337
0.17511520737327188,0.027411167512690356,0.2361111111111111,0.38202247191011235,0.4666666666666666,0.4666666666666667
0.17511520737327188,0.026395939086294416,0.20833333333333331,0.37078651685393255,0.4666666666666666,0.33333333333333337
0.2626728110599078,0.03959390862944163,0.06944444444444443,0.5393258426966292,0.6666666666666666,0.4666666666666667
0.2626728110599078,0.045685279187817264,0.05555555555555555,0.550561797752809,0.6,0.33333333333333337
0.2626728110599078,0.03147208121827411,0.06944444444444443,0.46067415730337075,0.6,0.33333333333333337
0.2857142857142857,0.043654822335025385,0.05555555555555555,0.49438202247191004,0.5333333333333333,0.33333333333333337
0.2119815668202765,0.042639593908629446,0.041666666666666664,0.5393258426966292,0.4666666666666666,0.4
0.24423963133640553,0.04162436548223351,0.041666666666666664,0.595505617977528,0.7333333333333334,0.33333333333333337
0.24423963133640553,0.04060913705583757,0.041666666666666664,0.6179775280898876,0.6666666666666666,0.33333333333333337
0.2488479262672811,0.045685279187817264,0.027777777777777776,0.6067415730337079,0.5333333333333333,0.4666666666666667
0.271889400921659,0.044670050761421325,0.05555555555555555,0.6404494382022472,0.6666666666666666,0.33333333333333337
0.2672811059907834,0.044670050761421325,0.06944444444444443,0.48314606741573024,0.5333333333333333,0.4666666666666667
0.2857142857142857,0.043654822335025385,0.041666666666666664,0.38202247191011235,0.5333333333333333,0.4666666666666667
0.3087557603686636,0.045685279187817264,0.05555555555555555,0.6292134831460674,0.6666666666666666,0.2666666666666667
0.22580645161290322,0.03147208121827411,0.0972222222222222,0.5280898876404494,0.6,0.2666666666666667
0.25806451612903225,0.03959390862944163,0.08333333333333333,0.5617977528089887,0.6,0.2666666666666667
0.2534562211981567,0.04162436548223351,0.05555555555555555,0.5842696629213483,0.6,0.4
0.2626728110599078,0.03857868020304569,0.06944444444444443,0.6404494382022472,0.5333333333333333,0.4666666666666667
0.2534562211981567,0.03756345177664975,0.06944444444444443,0.5056179775280898,0.5333333333333333,0.4
0.2534562211981567,0.04162436548223351,0.05555555555555555,0.47191011235955055,0.4666666666666666,0.33333333333333337
0.2672811059907834,0.03959390862944163,0.06944444444444443,0.5393258426966292,0.5333333333333333,0.33333333333333337
0.2534562211981567,0.03959390862944163,0.05555555555555555,0.5730337078651685,0.6,0.33333333333333337
0.20276497695852536,0.03350253807106599,0.1111111111111111,0.550561797752809,0.6,0.2666666666666667
0.24423963133640553,0.03756345177664975,0.05555555555555555,0.5056179775280898,0.39999999999999997,0.33333333333333337
0.21658986175115208,0.03654822335025381,0.06944444444444443,0.595505617977528,0.6666666666666666,0.4666666666666667
0.2119815668202765,0.03553299492385787,0.05555555555555555,0.550561797752809,0.6,0.2666666666666667
0.25806451612903225,0.04162436548223351,0.08333333333333333,0.5280898876404494,0.39999999999999997,0.4
0.2534562211981567,0.04162436548223351,0.08333333333333333,0.5730337078651685,0.6,0.4
0.2488479262672811,0.03654822335025381,0.0972222222222222,0.48314606741573024,0.5333333333333333,0.4
0.3087557603686636,0.04771573604060914,0.1111111111111111,0.4382022471910112,0.5333333333333333,0.4
0.23963133640552994,0.044670050761421325,0.06944444444444443,0.5617977528089887,0.5333333333333333,0.4
0.2488479262672811,0.042639593908629446,0.08333333333333333,0.5056179775280898,0.5333333333333333,0.33333333333333337
0.2672811059907834,0.043654822335025385,0.1111111111111111,0.5393258426966292,0.6,0.4
0.2534562211981567,0.04771573604060914,0.06944444444444443,0.5393258426966292,0.39999999999999997,0.4666666666666667
0.271889400921659,0.0467005076142132,0.125,0.5617977528089887,0.5333333333333333,0.33333333333333337
0.2857142857142857,0.042639593908629446,0.08333333333333333,0.4382022471910112,0.4666666666666666,0.4666666666666667
0.2995391705069124,0.043654822335025385,0.06944444444444443,0.3370786516853932,0.4666666666666666,0.4666666666666667
0.2857142857142857,0.044670050761421325,0.125,0.5056179775280898,0.4666666666666666,0.33333333333333337
0.22580645161290322,0.03756345177664975,0.08333333333333333,0.595505617977528,0.6,0.4666666666666667
0.28110599078341014,0.043654822335025385,0.0972222222222222,0.5280898876404494,0.6,0.4666666666666667
0.23963133640552994,0.04060913705583757,0.08333333333333333,0.5393258426966292,0.6,0.33333333333333337
0.2350230414746544,0.03350253807106599,0.13888888888888887,0.5056179775280898,0.5333333333333333,0.33333333333333337
0.2626728110599078,0.03959390862944163,0.13888888888888887,0.49438202247191004,0.6,0.4
0.2488479262672811,0.03959390862944163,0.0972222222222222,0.5168539325842696,0.5333333333333333,0.4
0.2672811059907834,0.03654822335025381,0.08333333333333333,0.6179775280898876,0.4666666666666666,0.4666666666666667
0.2534562211981567,0.03959390862944163,0.06944444444444443,0.5842696629213483,0.5333333333333333,0.4666666666666667
0.2626728110599078,0.03959390862944163,0.06944444444444443,0.49438202247191004,0.4666666666666666,0.4
0.29493087557603687,0.042639593908629446,0.0972222222222222,0.5842696629213483,0.6,0.4
0.28110599078341014,0.044670050761421325,0.0972222222222222,0.550561797752809,0.6,0.4
0.2350230414746544,0.03350253807106599,0.125,0.5280898876404494,0.6,0.33333333333333337
0.17050691244239632,0.019289340101522844,0.3333333333333333,0.1797752808988764,0.26666666666666666,0.2666666666666667
0.21658986175115208,0.0233502538071066,0.3194444444444444,0.2134831460674157,0.3333333333333333,0.33333333333333337
0.22119815668202764,0.021319796954314723,0.36111111111111105,0.1685393258426966,0.19999999999999998,0.2666666666666667
0.22119815668202764,0.0233502538071066,0.3055555555555555,0.1797752808988764,0.26666666666666666,0.4
0.16589861751152074,0.020304568527918784,0.20833333333333331,0.2247191011235955,0.26666666666666666,0.33333333333333337
0.16589861751152074,0.019289340101522844,0.25,0.2247191011235955,0.26666666666666666,0.2666666666666667
0.18433179723502305,0.020304568527918784,0.3055555555555555,0.23595505617977527,0.26666666666666666,0.33333333333333337
0.17050691244239632,0.022335025380710662,0.26388888888888884,0.2247191011235955,0.13333333333333333,0.4
0.19815668202764977,0.021319796954314723,0.3333333333333333,0.2134831460674157,0.26666666666666666,0.2666666666666667
0.2119815668202765,0.0233502538071066,0.26388888888888884,0.2247191011235955,0.39999999999999997,0.4
0.21658986175115208,0.024365482233502538,0.2222222222222222,0.15730337078651685,0.26666666666666666,0.4666666666666667
0.17511520737327188,0.021319796954314723,0.3333333333333333,0.2134831460674157,0.26666666666666666,0.2666666666666667
0.1935483870967742,0.020304568527918784,0.41666666666666663,0.14606741573033705,0.26666666666666666,0.4
0.18433179723502305,0.017258883248730966,0.4722222222222222,0.11235955056179775,0.26666666666666666,0.2666666666666667
0.2119815668202765,0.019289340101522844,0.40277777777777773,0.11235955056179775,0.19999999999999998,0.2666666666666667
0.19815668202764977,0.022335025380710662,0.3194444444444444,0.1797752808988764,0.26666666666666666,0.33333333333333337
0.22119815668202764,0.019289340101522844,0.3194444444444444,0.20224719101123595,0.3333333333333333,0.4
0.22119815668202764,0.024365482233502538,0.3055555555555555,0.20224719101123595,0.3333333333333333,0.4
0.2119815668202765,0.021319796954314723,0.26388888888888884,0.20224719101123595,0.26666666666666666,0.33333333333333337
0.2073732718894009,0.020304568527918784,0.3472222222222222,0.2134831460674157,0.3333333333333333,0.2
0.18433179723502305,0.021319796954314723,0.3194444444444444,0.2134831460674157,0.3333333333333333,0.33333333333333337
0.22119815668202764,0.021319796954314723,0.375,0.2247191011235955,0.3333333333333333,0.2666666666666667
0.18433179723502305,0.019289340101522844,0.29166666666666663,0.20224719101123595,0.19999999999999998,0.2666666666666667
0.17050691244239632,0.019289340101522844,0.3194444444444444,0.23595505617977527,0.3333333333333333,0.4
0.12903225806451613,0.012182741116751269,0.3194444444444444,0.1685393258426966,0.26666666666666666,0.2
0.17511520737327188,0.016243654822335026,0.29166666666666663,0.2134831460674157,0.26666666666666666,0.2666666666666667
0.16589861751152074,0.011167512690355331,0.3055555555555555,0.1685393258426966,0.19999999999999998,0.2666666666666667
0.17050691244239632,0.015228426395939087,0.29166666666666663,0.15730337078651685,0.19999999999999998,0.33333333333333337
0.12903225806451613,0.013197969543147208,0.19444444444444442,0.20224719101123595,0.26666666666666666,0.33333333333333337
0.1382488479262673,0.013197969543147208,0.20833333333333331,0.24719101123595502,0.26666666666666666,0.2666666666666667
0.15207373271889402,0.014213197969543147,0.27777777777777773,0.23595505617977527,0.26666666666666666,0.2666666666666667
0.1336405529953917,0.014213197969543147,0.2361111111111111,0.23595505617977527,0.19999999999999998,0.4
0.15207373271889402,0.013197969543147208,0.29166666666666663,0.2134831460674157,0.26666666666666666,0.2666666666666667
0.17972350230414746,0.018274111675126905,0.20833333333333331,0.23595505617977527,0.39999999999999997,0.4
0.17511520737327188,0.019289340101522844,0.18055555555555552,0.1685393258426966,0.26666666666666666,0.4
0.1336405529953917,0.016243654822335026,0.27777777777777773,0.2247191011235955,0.26666666666666666,0.2
0.15668202764976957,0.013197969543147208,0.3333333333333333,0.1685393258426966,0.26666666666666666,0.33333333333333337
0.14285714285714285,0.009137055837563452,0.4444444444444444,0.10112359550561797,0.19999999999999998,0.2666666666666667
0.17050691244239632,0.014213197969543147,0.3472222222222222,0.11235955056179775,0.19999999999999998,0.2666666666666667
0.16129032258064516,0.013197969543147208,0.3194444444444444,0.1685393258426966,0.19999999999999998,0.33333333333333337
0.17511520737327188,0.014213197969543147,0.3194444444444444,0.1797752808988764,0.26666666666666666,0.33333333333333337
0.1935483870967742,0.017258883248730966,0.27777777777777773,0.19101123595505617,0.26666666666666666,0.4
0.16589861751152074,0.015228426395939087,0.2361111111111111,0.1797752808988764,0.13333333333333333,0.2666666666666667
0.14746543778801843,0.013197969543147208,0.3055555555555555,0.20224719101123595,0.26666666666666666,0.2
0.1382488479262673,0.015228426395939087,0.29166666666666663,0.20224719101123595,0.26666666666666666,0.2666666666666667
0.18433179723502305,0.016243654822335026,0.3472222222222222,0.2134831460674157,0.3333333333333333,0.2666666666666667
0.14746543778801843,0.013197969543147208,0.25,0.2134831460674157,0.19999999999999998,0.2666666666666667
0.12442396313364056,0.013197969543147208,0.3055555555555555,0.2134831460674157,0.26666666666666666,0.4
0.12903225806451613,0.017258883248730966,0.38888888888888884,0.11235955056179775,0.26666666666666666,0.33333333333333337
0.16129032258064516,0.025380710659898477,0.26388888888888884,0.2134831460674157,0.3333333333333333,0.33333333333333337
0.16129032258064516,0.019289340101522844,0.29166666666666663,0.1685393258426966,0.26666666666666666,0.33333333333333337
0.16589861751152074,0.025380710659898477,0.25,0.1685393258426966,0.26666666666666666,0.4
0.11981566820276497,0.0233502538071066,0.16666666666666666,0.2247191011235955,0.26666666666666666,0.33333333333333337
0.1382488479262673,0.024365482233502538,0.19444444444444442,0.2134831460674157,0.3333333333333333,0.2
0.14285714285714285,0.022335025380710662,0.25,0.23595505617977527,0.26666666666666666,0.33333333333333337
0.1382488479262673,0.022335025380710662,0.2361111111111111,0.2247191011235955,0.19999999999999998,0.4
0.16129032258064516,0.024365482233502538,0.25,0.20224719101123595,0.26666666666666666,0.2666666666666667
0.17511520737327188,0.026395939086294416,0.20833333333333331,0.2134831460674157,0.39999999999999997,0.4666666666666667
0.17050691244239632,0.027411167512690356,0.18055555555555552,0.14606741573033705,0.3333333333333333,0.4
0.14285714285714285,0.0233502538071066,0.26388888888888884,0.20224719101123595,0.26666666666666666,0.2666666666666667
0.15668202764976957,0.022335025380710662,0.3194444444444444,0.15730337078651685,0.26666666666666666,0.4
0.15207373271889402,0.0233502538071066,0.29166666666666663,0.11235955056179775,0.26666666666666666,0.2666666666666667
0.14746543778801843,0.0233502538071066,0.27777777777777773,0.1797752808988764,0.26666666666666666,0.33333333333333337
0.17050691244239632,0.0233502538071066,0.27777777777777773,0.20224719101123595,0.3333333333333333,0.4
0.17511520737327188,0.027411167512690356,0.25,0.20224719101123595,0.3333333333333333,0.4
0.15668202764976957,0.024365482233502538,0.20833333333333331,0.19101123595505617,0.13333333333333333,0.33333333333333337
0.15668202764976957,0.0233502538071066,0.27777777777777773,0.2134831460674157,0.3333333333333333,0.2
0.14285714285714285,0.0233502538071066,0.26388888888888884,0.20224719101123595,0.3333333333333333,0.33333333333333337
0.17050691244239632,0.025380710659898477,0.3055555555555555,0.20224719101123595,0.3333333333333333,0.2666666666666667
0.15668202764976957,0.0233502538071066,0.2361111111111111,0.20224719101123595,0.19999999999999998,0.2666666666666667
0.1382488479262673,0.022335025380710662,0.25,0.2247191011235955,0.3333333333333333,0.4
0.1336405529953917,0.022335025380710662,0.27777777777777773,0.1797752808988764,0.3333333333333333,0.2666666666666667
0.1152073732718894,0.015228426395939087,0.25,0.30337078651685395,0.3333333333333333,0.4
0.11981566820276497,0.017258883248730966,0.18055555555555552,0.39325842696629215,0.3333333333333333,0.2666666666666667
0.1152073732718894,0.014213197969543147,0.2361111111111111,0.2921348314606741,0.3333333333333333,0.33333333333333337
0.12442396313364056,0.017258883248730966,0.19444444444444442,0.30337078651685395,0.26666666666666666,0.4
0.09216589861751152,0.016243654822335026,0.15277777777777776,0.3370786516853932,0.3333333333333333,0.33333333333333337
0.11059907834101382,0.016243654822335026,0.16666666666666666,0.3370786516853932,0.3333333333333333,0.2666666666666667
0.12442396313364056,0.019289340101522844,0.19444444444444442,0.550561797752809,0.3333333333333333,0.33333333333333337
