측정일자,권역코드,권역명,측정소코드,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20180213,104,동남권,111274,강동구,62,19,0.016,0.037,0.6,0.004
20180213,104,동남권,111273,송파구,47,12,0.016,0.032,0.7,0.006
20180213,104,동남권,111262,서초구,58,15,0.021,0.026,0.5,0.007
20180213,104,동남권,111261,강남구,45,15,0.013,0.031,0.5,0.006
20180213,103,서남권,111301,양천구,43,16,0.015,0.034,0.5,0.005
20180213,103,서남권,111281,금천구,46,17,0.019,0.035,0.5,0.005
20180213,103,서남권,111251,관악구,43,17,0.019,0.033,0.2,0.008
20180213,103,서남권,111241,동작구,47,15,0.023,0.028,0.5,0.005
20180213,103,서남권,111231,영등포구,60,18,0.014,0.031,0.6,0.007
20180213,103,서남권,111221,구로구,64,18,0.013,0.024,0.6,0.008
20180213,103,서남권,111212,강서구,47,15,0.021,0.033,0.5,0.004
20180213,102,동북권,111311,노원구,52,19,0.013,0.042,0.7,0.007
20180213,102,동북권,111171,도봉구,57,15,0.022,0.029,0.7,0.006
20180213,102,동북권,111161,성북구,56,15,0.015,0.038,0.6,0.006
20180213,102,동북권,111152,동대문구,47,15,0.012,0.034,0.5,0.007
20180213,102,동북권,111151,중랑구,47,15,0.015,0.04,0.6,0.006
20180213,102,동북권,111142,성동구,56,20,0.014,0.03,0.4,0.006
20180213,102,동북권,111141,광진구,49,16,0.018,0.036,0.6,0.004
20180213,101,서북권,111201,마포구,45,17,0.019,0.031,0.5,0.004
20180213,101,서북권,111191,서대문구,55,14,0.019,0.033,0.4,0.004
20180213,101,서북권,111181,은평구,57,17,0.021,0.037,0.8,0.004
20180213,100,도심권,111131,용산구,43,13,0.015,0.032,0.4,0.005
20180213,100,도심권,111123,종로구,43,14,0.019,0.033,0.6,0.007
20180213,100,도심권,111121,중구,41,15,0.018,0.034,0.5,0.004
20180214,102,동북권,111311,노원구,65,29,0.027,0.034,0.6,0.008
20180214,104,동남권,111274,강동구,76,33,0.022,0.037,0.6,0.005
20180214,104,동남권,111273,송파구,73,28,0.028,0.028,0.7,0.006
20180214,104,동남권,111262,서초구,77,32,0.031,0.026,0.5,0.008
20180214,104,동남권,111261,강남구,62,30,0.015,0.037,0.5,0.006
20180214,103,서남권,111301,양천구,59,30,0.024,0.03,0.6,0.006
20180214,103,서남권,111281,금천구,64,30,0.029,0.029,0.5,0.006
20180214,103,서남권,111251,관악구,56,32,0.028,0.03,0.3,0.008
20180214,103,서남권,111241,동작구,65,32,0.034,0.024,0.5,0.006
20180214,103,서남권,111231,영등포구,79,33,0.021,0.028,0.5,0.008
20180214,103,서남권,111221,구로구,84,34,0.019,0.022,0.6,0.008
20180214,103,서남권,111212,강서구,60,28,0.027,0.032,0.5,0.005
20180214,102,동북권,111291,강북구,65,28,0.027,0.038,0.7,0.006
20180214,102,동북권,111171,도봉구,76,30,0.027,0.033,0.7,0.006
20180214,102,동북권,111161,성북구,72,31,0.019,0.04,0.8,0.007
20180214,102,동북권,111152,동대문구,58,27,0.014,0.038,0.6,0.007
20180214,102,동북권,111151,중랑구,61,27,0.023,0.036,0.6,0.007
20180214,102,동북권,111142,성동구,73,36,0.017,0.03,0.5,0.007
20180214,102,동북권,111141,광진구,64,29,0.02,0.038,0.6,0.004
20180214,101,서북권,111201,마포구,66,35,0.033,0.028,0.6,0.004
20180214,101,서북권,111191,서대문구,78,29,0.033,0.025,0.4,0.004
20180214,101,서북권,111181,은평구,79,33,0.035,0.03,0.8,0.005
20180214,100,도심권,111131,용산구,64,31,0.022,0.03,0.5,0.005
20180214,100,도심권,111123,종로구,59,27,0.025,0.036,0.7,0.007
20180214,100,도심권,111121,중구,58,28,0.025,0.034,0.6,0.006
20180215,100,도심권,111131,용산구,36,14,0.023,0.019,0.4,0.004
20180215,104,동남권,111274,강동구,44,17,0.026,0.02,0.5,0.004
20180215,104,동남권,111273,송파구,43,15,0.031,0.015,0.6,0.005
20180215,104,동남권,111262,서초구,46,16,0.028,0.018,0.4,0.007
20180215,104,동남권,111261,강남구,34,15,0.019,0.02,0.4,0.005
20180215,103,서남권,111301,양천구,34,15,0.024,0.019,0.4,0.004
20180215,103,서남권,111281,금천구,36,15,0.026,0.022,0.4,0.005
20180215,103,서남권,111251,관악구,35,17,0.024,0.022,0.1,0.007
20180215,103,서남권,111241,동작구,37,14,0.026,0.021,0.4,0.004
20180215,103,서남권,111231,영등포구,43,16,0.019,0.019,0.5,0.006
20180215,103,서남권,111221,구로구,45,17,0.02,0.014,0.5,0.007
20180215,103,서남권,111212,강서구,36,14,0.029,0.018,0.4,0.004
20180215,100,도심권,111123,종로구,32,14,0.032,0.015,0.5,0.006
20180215,102,동북권,111311,노원구,38,15,0.033,0.016,0.4,0.007
20180215,100,도심권,111121,중구,31,14,0.031,0.016,0.4,0.004
20180215,102,동북권,111291,강북구,34,12,0.037,0.01,0.4,0.005
20180215,102,동북권,111171,도봉구,41,15,0.034,0.012,0.4,0.006
20180215,102,동북권,111161,성북구,38,15,0.027,0.018,0.5,0.005
20180215,102,동북권,111152,동대문구,34,16,0.02,0.019,0.6,0.006
20180215,102,동북권,111151,중랑구,33,14,0.024,0.022,0.5,0.007
20180215,102,동북권,111142,성동구,42,17,0.022,0.016,0.3,0.005
20180215,102,동북권,111141,광진구,37,15,0.027,0.02,0.5,0.003
20180215,101,서북권,111201,마포구,37,17,0.032,0.017,0.5,0.003
20180215,101,서북권,111191,서대문구,42,14,0.028,0.019,0.3,0.004
20180215,101,서북권,111181,은평구,45,16,0.033,0.02,0.7,0.004
20180216,100,도심권,111121,중구,41,19,0.014,0.03,0.6,0.004
20180216,104,동남권,111274,강동구,60,23,0.002,0.054,0.7,0.004
20180216,104,동남권,111273,송파구,52,24,0.008,0.035,0.6,0.004
20180216,104,동남권,111262,서초구,69,18,0.014,0.031,0.5,0.007
20180216,104,동남권,111261,강남구,43,17,0.008,0.037,0.5,0.005
20180216,103,서남권,111301,양천구,44,21,0.009,0.034,0.7,0.004
20180216,103,서남권,111281,금천구,44,22,0.008,0.043,0.6,0.004
20180216,103,서남권,111251,관악구,41,24,0.01,0.038,0.2,0.007
20180216,103,서남권,111241,동작구,43,15,0.01,0.038,0.5,0.003
20180216,103,서남권,111231,영등포구,62,23,0.008,0.035,0.4,0.004
20180216,103,서남권,111221,구로구,58,30,0.008,0.028,0.6,0.006
20180216,103,서남권,111212,강서구,44,20,0.024,0.019,0.5,0.003
20180216,102,동북권,111311,노원구,46,16,0.008,0.041,0.6,0.006
20180216,102,동북권,111291,강북구,34,10,0.022,0.021,0.5,0.003
20180216,102,동북권,111171,도봉구,54,24,0.013,0.036,0.5,0.005
20180216,102,동북권,111161,성북구,52,12,0.004,0.05,0.8,0.005
20180216,102,동북권,111152,동대문구,45,19,0.013,0.028,0.6,0.006
20180216,102,동북권,111151,중랑구,40,12,0.002,0.054,0.7,0.007
20180216,102,동북권,111142,성동구,51,23,0.006,0.033,0.5,0.004
20180216,102,동북권,111141,광진구,46,17,0.007,0.046,0.7,0.003
20180216,101,서북권,111201,마포구,44,22,0.017,0.031,0.6,0.003
20180216,101,서북권,111191,서대문구,60,15,0.015,0.03,0.4,0.004
20180216,101,서북권,111181,은평구,64,14,0.02,0.029,0.8,0.004
20180216,100,도심권,111131,용산구,40,12,0.01,0.031,0.4,0.003
20180216,100,도심권,111123,종로구,41,16,0.021,0.024,0.7,0.006
20180218,100,도심권,111121,중구,30,16,0.019,0.029,0.6,0.004
20180218,104,동남권,111274,강동구,42,20,0.018,0.031,0.6,0.005
20180218,104,동남권,111273,송파구,42,17,0.022,0.023,0.6,0.004
20180218,104,동남권,111262,서초구,41,17,0.018,0.03,0.5,0.008
20180218,104,동남권,111261,강남구,31,15,0.014,0.03,0.5,0.006
20180218,103,서남권,111301,양천구,33,17,0.017,0.028,0.6,0.005
20180218,103,서남권,111281,금천구,34,18,0.015,0.037,0.6,0.005
20180218,103,서남권,111251,관악구,34,20,0.015,0.035,0.2,0.008
20180218,103,서남권,111241,동작구,35,16,0.016,0.034,0.5,0.005
20180218,103,서남권,111231,영등포구,42,19,0.015,0.028,0.5,0.006
20180218,103,서남권,111221,구로구,43,21,0.012,0.023,0.6,0.007
20180218,103,서남권,111212,강서구,33,16,0.023,0.026,0.5,0.004
20180218,102,동북권,111311,노원구,39,17,0.032,0.018,0.5,0.007
20180218,102,동북권,111291,강북구,33,14,0.031,0.017,0.5,0.005
20180218,102,동북권,111171,도봉구,43,18,0.03,0.017,0.6,0.006
20180218,102,동북권,111161,성북구,38,16,0.021,0.027,0.7,0.006
20180218,102,동북권,111152,동대문구,32,16,0.014,0.029,0.6,0.006
20180218,102,동북권,111151,중랑구,33,15,0.019,0.029,0.6,0.007
20180218,102,동북권,111142,성동구,38,19,0.016,0.025,0.4,0.006
20180218,102,동북권,111141,광진구,34,15,0.019,0.031,0.6,0.004
20180218,101,서북권,111201,마포구,36,20,0.022,0.03,0.6,0.004
20180218,101,서북권,111191,서대문구,39,15,0.023,0.026,0.3,0.004
20180218,101,서북권,111181,은평구,39,19,0.028,0.026,0.8,0.005
20180218,100,도심권,111131,용산구,33,15,0.016,0.028,0.4,0.005
20180218,100,도심권,111123,종로구,30,14,0.023,0.026,0.6,0.007
20180219,102,동북권,111291,강북구,55,32,0.023,0.032,0.6,0.005
20180219,104,동남권,111274,강동구,67,42,0.009,0.052,0.8,0.005
20180219,104,동남권,111273,송파구,65,37,0.01,0.044,1,0.006
20180219,104,동남권,111262,서초구,66,38,0.01,0.049,0.7,0.007
20180219,104,동남권,111261,강남구,58,40,0.005,0.056,0.8,0.006
20180219,103,서남권,111301,양천구,55,39,0.009,0.045,0.8,0.005
20180219,103,서남권,111281,금천구,56,38,0.009,0.053,0.8,0.005
20180219,103,서남권,111251,관악구,55,42,0.01,0.052,0.4,0.009
20180219,103,서남권,111241,동작구,58,38,0.01,0.052,0.7,0.005
20180219,103,서남권,111231,영등포구,67,40,0.011,0.042,0.6,0.006
20180219,103,서남권,111221,구로구,69,42,0.008,0.034,0.8,0.008
20180219,103,서남권,111212,강서구,60,38,0.012,0.049,0.7,0.004
20180219,102,동북권,111311,노원구,59,37,0.016,0.041,0.8,0.007
20180219,102,동북권,111171,도봉구,66,40,0.022,0.035,0.7,0.005
20180219,102,동북권,111161,성북구,62,38,0.01,0.048,0.9,0.006
20180219,102,동북권,111152,동대문구,56,40,0.007,0.054,0.7,0.007
20180219,102,동북권,111151,중랑구,58,37,0.005,0.058,0.9,0.007
20180219,102,동북권,111142,성동구,67,45,0.006,0.047,0.7,0.006
20180219,102,동북권,111141,광진구,59,36,0.009,0.051,0.9,0.004
20180219,101,서북권,111201,마포구,59,42,0.014,0.046,0.8,0.004
20180219,101,서북권,111191,서대문구,62,35,0.016,0.041,0.5,0.004
20180219,101,서북권,111181,은평구,61,37,0.019,0.042,1,0.004
20180219,100,도심권,111131,용산구,56,39,0.006,0.051,0.7,0.005
20180219,100,도심권,111123,종로구,51,33,0.012,0.05,0.9,0.007
20180219,100,도심권,111121,중구,50,34,0.013,0.044,0.8,0.004
20180220,102,동북권,111311,노원구,62,38,0.024,0.032,0.7,0.007
20180220,104,동남권,111274,강동구,74,46,0.018,0.043,0.9,0.004
20180220,104,동남권,111273,송파구,71,42,0.019,0.036,1,0.005
20180220,104,동남권,111262,서초구,75,44,0.019,0.034,0.6,0.007
20180220,104,동남권,111261,강남구,62,41,0.012,0.04,0.6,0.006
20180220,103,서남권,111301,양천구,61,44,0.015,0.035,0.7,0.005
20180220,103,서남권,111281,금천구,63,41,0.018,0.039,0.7,0.004
20180220,103,서남권,111251,관악구,58,43,0.014,0.047,0.5,0.006
20180220,103,서남권,111241,동작구,64,45,0.018,0.037,0.6,0.004
20180220,103,서남권,111231,영등포구,75,45,0.013,0.036,0.5,0.005
20180220,103,서남권,111221,구로구,76,48,0.012,0.027,0.7,0.006
20180220,103,서남권,111212,강서구,65,41,0.02,0.037,0.7,0.004
20180220,102,동북권,111291,강북구,57,32,0.033,0.019,0.5,0.004
20180220,102,동북권,111171,도봉구,68,41,0.028,0.026,0.6,0.005
20180220,102,동북권,111161,성북구,65,38,0.02,0.035,0.9,0.005
20180220,102,동북권,111152,동대문구,57,39,0.015,0.039,0.7,0.006
20180220,102,동북권,111151,중랑구,57,38,0.03,0.021,0.5,0.005
20180220,102,동북권,111142,성동구,68,44,0.014,0.034,0.6,0.005
20180220,102,동북권,111141,광진구,64,39,0.019,0.04,1,0.004
20180220,101,서북권,111201,마포구,67,47,0.02,0.038,0.7,0.003
20180220,101,서북권,111191,서대문구,71,40,0.021,0.034,0.5,0.004
20180220,101,서북권,111181,은평구,63,35,0.026,0.031,0.9,0.004
20180220,100,도심권,111131,용산구,59,38,0.015,0.035,0.5,0.005
20180220,100,도심권,111123,종로구,51,32,0.021,0.035,0.7,0.006
20180220,100,도심권,111121,중구,56,38,0.019,0.034,0.7,0.004
20180221,100,도심권,111131,용산구,36,16,0.021,0.025,0.4,0.004
20180221,104,동남권,111274,강동구,44,21,0.025,0.026,0.5,0.004
20180221,104,동남권,111273,송파구,43,19,0.027,0.022,0.6,0.005
20180221,104,동남권,111262,서초구,46,22,0.023,0.029,0.4,0.008
20180221,104,동남권,111261,강남구,35,19,0.016,0.031,0.5,0.006
20180221,103,서남권,111301,양천구,34,19,0.02,0.026,0.5,0.004
20180221,103,서남권,111281,금천구,35,18,0.025,0.028,0.5,0.004
20180221,103,서남권,111251,관악구,34,21,0.022,0.031,0.4,0.004
20180221,103,서남권,111241,동작구,38,20,0.024,0.027,0.4,0.004
20180221,103,서남권,111231,영등포구,46,24,0.016,0.029,0.5,0.006
20180221,103,서남권,111221,구로구,43,22,0.018,0.019,0.5,0.007
20180221,103,서남권,111212,강서구,35,18,0.029,0.023,0.4,0.004
20180221,100,도심권,111123,종로구,32,17,0.029,0.023,0.5,0.006
20180221,102,동북권,111311,노원구,38,18,0.036,0.016,0.4,0.006
20180221,100,도심권,111121,중구,31,18,0.03,0.021,0.4,0.004
20180221,102,동북권,111291,강북구,32,14,0.038,0.012,0.4,0.004
20180221,102,동북권,111171,도봉구,39,20,0.034,0.017,0.4,0.006
20180221,102,동북권,111161,성북구,38,18,0.024,0.026,0.5,0.006
20180221,102,동북권,111152,동대문구,33,18,0.019,0.024,0.6,0.006
20180221,102,동북권,111151,중랑구,32,17,0.025,0.023,0.6,0.006
20180221,102,동북권,111142,성동구,42,21,0.021,0.022,0.4,0.005
20180221,102,동북권,111141,광진구,34,17,0.027,0.025,0.5,0.003
20180221,101,서북권,111201,마포구,38,23,0.032,0.022,0.5,0.004
20180221,101,서북권,111191,서대문구,42,18,0.029,0.022,0.3,0.004
20180221,101,서북권,111181,은평구,43,22,0.032,0.025,0.8,0.004
20180222,102,동북권,111311,노원구,48,28,0.023,0.036,0.6,0.007
20180222,104,동남권,111274,강동구,51,30,0.019,0.039,0.6,0.005
20180222,104,동남권,111273,송파구,53,28,0.022,0.033,0.7,0.005
20180222,104,동남권,111262,서초구,49,27,0.024,0.032,0.5,0.008
20180222,104,동남권,111261,강남구,40,26,0.015,0.036,0.5,0.006
20180222,103,서남권,111301,양천구,41,29,0.016,0.036,0.6,0.006
20180222,103,서남권,111281,금천구,41,25,0.021,0.036,0.5,0.005
20180222,103,서남권,111251,관악구,40,28,0.022,0.038,0.5,0.005
20180222,103,서남권,111241,동작구,44,27,0.024,0.034,0.5,0.005
20180222,103,서남권,111231,영등포구,50,28,0.017,0.033,0.6,0.007
20180222,103,서남권,111221,구로구,52,31,0.015,0.026,0.6,0.007
20180222,103,서남권,111212,강서구,42,25,0.023,0.036,0.5,0.005
20180222,102,동북권,111291,강북구,45,25,0.027,0.034,0.6,0.005
20180222,102,동북권,111171,도봉구,51,29,0.027,0.033,0.6,0.008
20180222,102,동북권,111161,성북구,47,28,0.018,0.039,0.5,0.006
20180222,102,동북권,111152,동대문구,42,28,0.012,0.037,0.6,0.007
20180222,102,동북권,111151,중랑구,41,26,0.019,0.036,0.6,0.006
20180222,102,동북권,111142,성동구,50,30,0.017,0.032,0.4,0.006
20180222,102,동북권,111141,광진구,44,26,0.02,0.039,0.7,0.003
20180222,101,서북권,111201,마포구,44,30,0.028,0.034,0.6,0.004
20180222,101,서북권,111191,서대문구,47,24,0.025,0.032,0.5,0.004
20180222,101,서북권,111181,은평구,52,28,0.026,0.039,0.9,0.005
20180222,100,도심권,111131,용산구,42,26,0.018,0.034,0.4,0.005
20180222,100,도심권,111123,종로구,42,25,0.021,0.039,0.7,0.007
20180222,100,도심권,111121,중구,38,26,0.019,0.04,0.6,0.005
20180223,100,도심권,111121,중구,78,60,0.02,0.04,0.8,0.004
20180223,104,동남권,111274,강동구,94,65,0.018,0.04,0.8,0.004
20180223,104,동남권,111273,송파구,92,62,0.022,0.034,1,0.005
20180223,104,동남권,111262,서초구,66,34,0.021,0.03,0.6,0.006
20180223,104,동남권,111261,강남구,87,68,0.017,0.032,0.7,0.006
20180223,103,서남권,111301,양천구,85,74,0.018,0.031,0.8,0.004
20180223,103,서남권,111281,금천구,90,61,0.023,0.033,0.7,0.004
20180223,103,서남권,111251,관악구,88,73,0.024,0.036,0.7,0.004
20180223,103,서남권,111241,동작구,90,76,0.027,0.032,0.7,0.004
20180223,103,서남권,111231,영등포구,107,75,0.018,0.032,0.6,0.005
20180223,103,서남권,111221,구로구,74,49,0.013,0.026,0.7,0.006
20180223,103,서남권,111212,강서구,88,64,0.024,0.038,0.7,0.004
20180223,102,동북권,111311,노원구,86,62,0.021,0.04,0.8,0.006
20180223,102,동북권,111291,강북구,90,58,0.024,0.039,0.8,0.004
20180223,102,동북권,111171,도봉구,96,63,0.026,0.035,0.8,0.005
20180223,102,동북권,111161,성북구,94,70,0.015,0.044,0.9,0.005
20180223,102,동북권,111152,동대문구,86,68,0.011,0.041,0.7,0.006
20180223,102,동북권,111151,중랑구,82,63,0.017,0.038,0.8,0.006
20180223,102,동북권,111142,성동구,94,67,0.016,0.032,0.6,0.005
20180223,102,동북권,111141,광진구,85,57,0.02,0.041,1,0.003
20180223,101,서북권,111201,마포구,94,71,0.028,0.032,0.8,0.003
20180223,101,서북권,111191,서대문구,97,55,0.023,0.033,0.7,0.003
20180223,101,서북권,111181,은평구,97,61,0.027,0.039,1.1,0.004
20180223,100,도심권,111131,용산구,87,70,0.018,0.033,0.6,0.004
20180223,100,도심권,111123,종로구,79,55,0.021,0.041,0.9,0.006
20180224,102,동북권,111291,강북구,66,40,0.037,0.018,0.5,0.004
20180224,104,동남권,111274,강동구,88,60,0.022,0.031,0.7,0.004
20180224,104,동남권,111273,송파구,84,53,0.024,0.031,0.8,0.004
20180224,104,동남권,111262,서초구,0,0,0,0,0,0
20180224,104,동남권,111261,강남구,76,56,0.016,0.032,0.6,0.005
20180224,103,서남권,111301,양천구,71,58,0.018,0.012,0.7,0.004
20180224,103,서남권,111281,금천구,77,51,0.021,0.034,0.7,0.004
20180224,103,서남권,111251,관악구,72,57,0.022,0.033,0.6,0.004
20180224,103,서남권,111241,동작구,79,62,0.022,0.032,0.6,0.004
20180224,103,서남권,111231,영등포구,88,57,0.017,0.029,0.6,0.006
20180224,103,서남권,111221,구로구,0,0,0,0,0,0
20180224,103,서남권,111212,강서구,75,51,0.025,0.03,0.6,0.003
20180224,102,동북권,111311,노원구,73,49,0.032,0.025,0.6,0.006
20180224,102,동북권,111171,도봉구,79,49,0.035,0.021,0.6,0.005
20180224,102,동북권,111161,성북구,78,54,0.023,0.028,0.6,0.005
20180224,102,동북권,111152,동대문구,74,54,0.017,0.028,0.7,0.006
20180224,102,동북권,111151,중랑구,73,51,0.022,0.029,0.7,0.005
20180224,102,동북권,111142,성동구,87,64,0.017,0.028,0.6,0.004
20180224,102,동북권,111141,광진구,81,55,0.022,0.034,0.8,0.003
20180224,101,서북권,111201,마포구,81,58,0.029,0.026,0.7,0.003
20180224,101,서북권,111191,서대문구,86,51,0.026,0.025,0.5,0.003
20180224,101,서북권,111181,은평구,81,48,0.029,0.032,1,0.004
20180224,100,도심권,111131,용산구,83,64,0.018,0.029,0.5,0.004
20180224,100,도심권,111123,종로구,68,47,0.026,0.028,0.7,0.006
20180224,100,도심권,111121,중구,68,50,0.027,0.026,0.6,0.004
20180225,102,동북권,111311,노원구,45,29,0.024,0.03,0.6,0.006
20180225,104,동남권,111274,강동구,47,33,0.016,0.038,0.6,0.004
20180225,104,동남권,111273,송파구,51,31,0.016,0.037,0.8,0.006
20180225,104,동남권,111262,서초구,0,0,0,0,0,0
20180225,104,동남권,111261,강남구,43,31,0.011,0.041,0.6,0.006
20180225,103,서남권,111301,양천구,46,35,0.014,0.013,0.7,0.005
20180225,103,서남권,111281,금천구,47,32,0.016,0.042,0.7,0.005
20180225,103,서남권,111251,관악구,46,36,0.014,0.045,0.7,0.004
20180225,103,서남권,111241,동작구,50,34,0.016,0.042,0.6,0.005
20180225,103,서남권,111231,영등포구,56,35,0.013,0.034,0.5,0.006
20180225,103,서남권,111221,구로구,0,0,0,0,0,0
20180225,103,서남권,111212,강서구,48,32,0.022,0.032,0.5,0.004
20180225,102,동북권,111291,강북구,36,22,0.028,0.025,0.5,0.004
20180225,102,동북권,111171,도봉구,45,30,0.029,0.026,0.6,0.006
20180225,102,동북권,111161,성북구,42,28,0.02,0.033,0.6,0.005
20180225,102,동북권,111152,동대문구,39,29,0.014,0.036,0.6,0.006
20180225,102,동북권,111151,중랑구,38,27,0.019,0.031,0.6,0.006
20180225,102,동북권,111142,성동구,46,33,0.013,0.033,0.5,0.005
20180225,102,동북권,111141,광진구,43,29,0.016,0.04,0.7,0.003
20180225,101,서북권,111201,마포구,48,36,0.02,0.038,0.7,0.003
20180225,101,서북권,111191,서대문구,47,27,0.02,0.035,0.4,0.003
20180225,101,서북권,111181,은평구,41,28,0.025,0.039,0.9,0.004
20180225,100,도심권,111131,용산구,46,34,0.014,0.037,0.5,0.004
20180225,100,도심권,111123,종로구,36,25,0.022,0.035,0.7,0.006
20180225,100,도심권,111121,중구,37,26,0.021,0.034,0.6,0.004
20180226,101,서북권,111181,은평구,63,40,0.013,0.07,1.1,0.006
20180226,104,동남권,111274,강동구,73,47,0.007,0.062,0.8,0.006
20180226,104,동남권,111273,송파구,70,44,0.009,0.056,1.1,0.006
20180226,104,동남권,111262,서초구,0,0,0,0,0,0
20180226,104,동남권,111261,강남구,58,41,0.007,0.059,0.7,0.008
20180226,103,서남권,111301,양천구,61,47,0.01,0.042,0.8,0.007
20180226,103,서남권,111281,금천구,58,40,0.013,0.053,0.7,0.007
20180226,103,서남권,111251,관악구,58,46,0.013,0.055,0.7,0.007
20180226,103,서남권,111241,동작구,61,43,0.014,0.052,0.7,0.007
20180226,103,서남권,111231,영등포구,70,45,0.01,0.05,0.6,0.009
20180226,103,서남권,111221,구로구,0,0,0,0,0,0
20180226,103,서남권,111212,강서구,70,46,0.01,0.064,0.8,0.007
20180226,100,도심권,111131,용산구,39,29,0.002,0.05,0.6,0.004
20180226,100,도심권,111121,중구,55,38,0.009,0.061,0.9,0.007
20180226,100,도심권,111123,종로구,55,36,0.011,0.06,0.9,0.009
20180226,102,동북권,111311,노원구,62,39,0.011,0.056,0.8,0.008
20180226,102,동북권,111291,강북구,56,33,0.014,0.052,0.7,0.005
20180226,102,동북권,111171,도봉구,64,41,0.014,0.052,0.8,0.007
20180226,102,동북권,111161,성북구,63,37,0.008,0.059,0.8,0.007
20180226,102,동북권,111152,동대문구,60,43,0.007,0.063,0.7,0.009
20180226,102,동북권,111151,중랑구,59,39,0.009,0.055,0.8,0.007
20180226,102,동북권,111142,성동구,64,44,0.008,0.051,0.6,0.007
20180226,102,동북권,111141,광진구,63,41,0.01,0.06,0.9,0.005
20180226,101,서북권,111201,마포구,64,45,0.013,0.057,0.9,0.006
20180226,101,서북권,111191,서대문구,69,35,0.01,0.058,0.6,0.005
20180227,102,동북권,111311,노원구,99,64,0.003,0.08,1.3,0.012
20180227,104,동남권,111274,강동구,110,69,0.003,0.073,1.1,0.007
20180227,104,동남권,111273,송파구,104,65,0.003,0.073,1.4,0.009
20180227,104,동남권,111262,서초구,0,0,0,0,0,0
20180227,104,동남권,111261,강남구,96,69,0.002,0.078,1.1,0.01
20180227,103,서남권,111301,양천구,90,67,0.004,0.085,1.1,0.009
20180227,103,서남권,111281,금천구,79,52,0.004,0.069,0.9,0.009
20180227,103,서남권,111251,관악구,77,59,0.004,0.075,1,0.008
20180227,103,서남권,111241,동작구,83,59,0.005,0.074,1,0.009
20180227,103,서남권,111231,영등포구,113,62,0.006,0.068,0.7,0.011
20180227,103,서남권,111221,구로구,0,0,0,0,0,0
20180227,103,서남권,111212,강서구,100,64,0.005,0.08,1.1,0.008
20180227,102,동북권,111291,강북구,95,58,0.003,0.086,1.1,0.009
20180227,102,동북권,111171,도봉구,107,61,0.004,0.081,1.3,0.011
20180227,102,동북권,111161,성북구,102,64,0.003,0.077,1.4,0.01
20180227,102,동북권,111152,동대문구,97,69,0.003,0.086,0.9,0.011
20180227,102,동북권,111151,중랑구,96,64,0.003,0.077,1.2,0.009
20180227,102,동북권,111142,성동구,101,70,0.002,0.067,1,0.009
20180227,102,동북권,111141,광진구,101,65,0.004,0.077,1.3,0.007
20180227,101,서북권,111201,마포구,96,67,0.006,0.077,1.3,0.007
20180227,101,서북권,111191,서대문구,102,49,0.004,0.077,0.9,0.007
20180227,101,서북권,111181,은평구,91,54,0.005,0.087,1.4,0.008
20180227,100,도심권,111131,용산구,0,0,0,0,0,0
20180227,100,도심권,111123,종로구,82,55,0.003,0.081,1.4,0.011
20180227,100,도심권,111121,중구,81,57,0.003,0.077,1.2,0.009
20180228,100,도심권,111121,중구,65,46,0.01,0.05,0.8,0.005
20180228,104,동남권,111274,강동구,71,41,0.016,0.035,0.6,0.005
20180228,104,동남권,111273,송파구,62,36,0.013,0.042,0.9,0.005
20180228,104,동남권,111262,서초구,0,0,0,0,0,0
20180228,104,동남권,111261,강남구,63,48,0.009,0.041,0.6,0.006
20180228,103,서남권,111301,양천구,64,50,0.011,0.05,0.8,0.004
20180228,103,서남권,111281,금천구,64,42,0.012,0.046,0.7,0.005
20180228,103,서남권,111251,관악구,66,49,0.009,0.047,0.7,0.004
20180228,103,서남권,111241,동작구,69,52,0.009,0.052,0.8,0.005
20180228,103,서남권,111231,영등포구,75,43,0.011,0.04,0.5,0.006
20180228,103,서남권,111221,구로구,0,0,0,0,0,0
20180228,103,서남권,111212,강서구,68,47,0.012,0.049,0.7,0.004
20180228,102,동북권,111311,노원구,76,48,0.014,0.045,0.8,0.007
20180228,102,동북권,111291,강북구,72,42,0.015,0.046,0.8,0.005
20180228,102,동북권,111171,도봉구,90,43,0.014,0.047,0.8,0.006
20180228,102,동북권,111161,성북구,81,54,0.009,0.047,0.9,0.006
20180228,102,동북권,111152,동대문구,77,53,0.006,0.052,0.7,0.007
20180228,102,동북권,111151,중랑구,65,46,0.012,0.041,0.8,0.006
20180228,102,동북권,111142,성동구,76,46,0.01,0.036,0.6,0.006
20180228,102,동북권,111141,광진구,67,42,0.02,0.037,0.8,0.003
20180228,101,서북권,111201,마포구,74,50,0.019,0.037,0.7,0.004
20180228,101,서북권,111191,서대문구,72,36,0.028,0.026,0.3,0.003
20180228,101,서북권,111181,은평구,64,37,0.023,0.038,1.1,0.004
20180228,100,도심권,111131,용산구,0,0,0,0,0,0
20180228,100,도심권,111123,종로구,67,43,0.011,0.051,1,0.007
20180301,101,서북권,111191,서대문구,44,29,0.037,0.015,0.2,0.002
20180301,104,동남권,111274,강동구,43,33,0.033,0.017,0.5,0.004
20180301,104,동남권,111273,송파구,44,31,0.036,0.017,0.6,0.004
