측정일자,권역코드,권역명,측정소코드,측정소명,미세먼지(㎍/㎥),초미세먼지(㎍/㎥),오존(ppm),이산화질소농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm)
20180101,100,도심권,111121,중구,32,18,0.015,0.028,0.5,0.005
20180101,104,동남권,111273,송파구,52,23,0.013,0.028,0.7,0.004
20180101,104,동남권,111262,서초구,49,24,0.011,0.031,0.6,0.005
20180101,104,동남권,111261,강남구,34,22,0.01,0.033,0.6,0.006
20180101,103,서남권,111301,양천구,37,21,0.008,0.037,0.7,0.005
20180101,103,서남권,111281,금천구,39,21,0.01,0.036,0.6,0.005
20180101,103,서남권,111251,관악구,38,23,0.008,0.036,0.5,0.008
20180101,103,서남권,111241,동작구,40,19,0.012,0.035,0.5,0.005
20180101,103,서남권,111231,영등포구,47,24,0.01,0.03,0.7,0.007
20180101,103,서남권,111221,구로구,47,28,0.008,0.025,0.6,0.007
20180101,103,서남권,111212,강서구,0,13,0.012,0.036,0.7,0.004
20180101,102,동북권,111311,노원구,42,21,0.012,0.034,0.8,0.007
20180101,104,동남권,111274,강동구,48,24,0.01,0.038,0.7,0.005
20180101,102,동북권,111291,강북구,38,18,0.018,0.026,0.6,0.004
20180101,102,동북권,111171,도봉구,44,22,0.016,0.029,0.6,0.006
20180101,102,동북권,111161,성북구,43,19,0.01,0.04,0.7,0.007
20180101,102,동북권,111152,동대문구,46,20,0.013,0.031,0.6,0.006
20180101,102,동북권,111151,중랑구,48,22,0.01,0.036,0.7,0.007
20180101,102,동북권,111142,성동구,47,23,0.01,0.032,0.3,0.006
20180101,102,동북권,111141,광진구,41,21,0.012,0.037,0.7,0.005
20180101,101,서북권,111201,마포구,39,21,0.012,0.033,0.6,0.006
20180101,101,서북권,111191,서대문구,0,0,0,0,0,0
20180101,101,서북권,111181,은평구,41,21,0.014,0.017,0.6,0.003
20180101,100,도심권,111131,용산구,38,18,0.012,0.029,0.3,0.005
20180101,100,도심권,111123,종로구,34,17,0.016,0.029,0.6,0.007
20180102,101,서북권,111191,서대문구,0,0,0,0,0,0
20180102,104,동남권,111274,강동구,46,25,0.009,0.041,0.8,0.005
20180102,104,동남권,111273,송파구,53,27,0.011,0.033,0.9,0.005
20180102,104,동남권,111262,서초구,50,26,0.01,0.032,0.7,0.006
20180102,104,동남권,111261,강남구,34,25,0.007,0.039,0.7,0.006
20180102,103,서남권,111301,양천구,39,24,0.008,0.038,0.8,0.005
20180102,103,서남권,111281,금천구,39,24,0.01,0.039,0.7,0.005
20180102,103,서남권,111251,관악구,37,24,0.007,0.042,0.6,0.007
20180102,103,서남권,111241,동작구,43,24,0.011,0.045,0.8,0.004
20180102,103,서남권,111231,영등포구,48,25,0.009,0.037,0.8,0.007
20180102,103,서남권,111221,구로구,46,29,0.007,0.024,0.8,0.007
20180102,103,서남권,111212,강서구,23,15,0.012,0.037,0.7,0.004
20180102,102,동북권,111311,노원구,41,22,0.014,0.033,0.8,0.006
20180102,102,동북권,111291,강북구,32,16,0.02,0.028,0.6,0.004
20180102,102,동북권,111171,도봉구,42,22,0.016,0.033,0.8,0.004
20180102,102,동북권,111161,성북구,43,20,0.012,0.041,0.9,0.006
20180102,102,동북권,111152,동대문구,43,21,0.011,0.043,0.7,0.006
20180102,102,동북권,111151,중랑구,46,22,0.008,0.042,0.8,0.006
20180102,102,동북권,111142,성동구,42,23,0.009,0.033,0.5,0.005
20180102,102,동북권,111141,광진구,44,25,0.01,0.043,0.8,0.006
20180102,101,서북권,111201,마포구,40,24,0.01,0.043,0.9,0.005
20180102,101,서북권,111181,은평구,40,21,0.013,0.021,0.8,0.004
20180102,100,도심권,111131,용산구,38,21,0.009,0.038,0.5,0.005
20180102,100,도심권,111123,종로구,36,22,0.01,0.044,0.9,0.007
20180102,100,도심권,111121,중구,33,20,0.012,0.037,0.8,0.005
20180103,100,도심권,111123,종로구,31,19,0.016,0.025,0.6,0.007
20180103,104,동남권,111274,강동구,39,20,0.015,0.028,0.5,0.005
20180103,104,동남권,111273,송파구,40,20,0.016,0.022,0.4,0.004
20180103,104,동남권,111262,서초구,40,20,0.016,0.019,0.4,0.005
20180103,104,동남권,111261,강남구,28,20,0.01,0.027,0.5,0.006
20180103,103,서남권,111301,양천구,33,18,0.015,0.022,0.5,0.004
20180103,103,서남권,111281,금천구,33,19,0.016,0.026,0.5,0.005
20180103,103,서남권,111251,관악구,30,18,0.012,0.025,0.3,0.007
20180103,103,서남권,111241,동작구,39,18,0.015,0.026,0.4,0.004
20180103,103,서남권,111231,영등포구,40,21,0.012,0.024,0.6,0.007
20180103,103,서남권,111221,구로구,39,24,0.012,0.016,0.4,0.006
20180103,103,서남권,111212,강서구,33,15,0.019,0.02,0.4,0.004
20180103,102,동북권,111311,노원구,36,19,0.022,0.018,0.5,0.006
20180103,102,동북권,111291,강북구,30,14,0.026,0.016,0.5,0.004
20180103,102,동북권,111171,도봉구,34,20,0.023,0.014,0.4,0.006
20180103,102,동북권,111161,성북구,37,17,0.017,0.024,0.5,0.006
20180103,102,동북권,111152,동대문구,37,19,0.017,0.024,0.5,0.006
20180103,102,동북권,111151,중랑구,39,21,0.014,0.025,0.5,0.006
20180103,102,동북권,111142,성동구,37,21,0.012,0.024,0.5,0.005
20180103,102,동북권,111141,광진구,34,18,0.016,0.026,0.5,0.004
20180103,101,서북권,111201,마포구,33,18,0.017,0.021,0.5,0.005
20180103,100,도심권,111121,중구,30,18,0.018,0.021,0.5,0.005
20180103,101,서북권,111191,서대문구,0,0,0,0,0,0
20180103,101,서북권,111181,은평구,39,22,0.02,0.024,0.6,0.005
20180103,100,도심권,111131,용산구,36,17,0.013,0.025,0.3,0.005
20180104,100,도심권,111121,중구,38,24,0.009,0.036,0.7,0.005
20180104,104,동남권,111274,강동구,55,28,0.011,0.036,0.6,0.005
20180104,104,동남권,111273,송파구,57,26,0.013,0.029,0.6,0.005
20180104,104,동남권,111262,서초구,52,26,0.008,0.034,0.5,0.005
20180104,104,동남권,111261,강남구,34,26,0.007,0.037,0.6,0.006
20180104,103,서남권,111301,양천구,39,23,0.008,0.033,0.6,0.004
20180104,103,서남권,111281,금천구,42,25,0.009,0.038,0.6,0.005
20180104,103,서남권,111251,관악구,41,26,0.006,0.039,0.4,0.007
20180104,103,서남권,111241,동작구,49,27,0.009,0.042,0.6,0.005
20180104,103,서남권,111231,영등포구,49,25,0.009,0.031,0.7,0.007
20180104,103,서남권,111221,구로구,48,28,0.007,0.024,0.6,0.006
20180104,103,서남권,111212,강서구,61,27,0.01,0.034,0.5,0.003
20180104,102,동북권,111311,노원구,47,26,0.014,0.031,0.6,0.006
20180104,102,동북권,111291,강북구,39,20,0.015,0.031,0.6,0.004
20180104,102,동북권,111171,도봉구,48,26,0.011,0.035,0.5,0.005
20180104,102,동북권,111161,성북구,47,22,0.01,0.038,0.7,0.006
20180104,102,동북권,111152,동대문구,48,23,0.011,0.039,0.6,0.006
20180104,102,동북권,111151,중랑구,51,26,0.011,0.033,0.6,0.006
20180104,102,동북권,111142,성동구,46,25,0.008,0.032,0.5,0.005
20180104,102,동북권,111141,광진구,43,24,0.014,0.033,0.5,0.005
20180104,101,서북권,111201,마포구,45,25,0.009,0.036,0.6,0.005
20180104,101,서북권,111191,서대문구,0,0,0,0,0,0
20180104,101,서북권,111181,은평구,38,21,0.015,0.03,0.6,0.005
20180104,100,도심권,111131,용산구,41,23,0.008,0.036,0.4,0.005
20180104,100,도심권,111123,종로구,39,24,0.01,0.037,0.7,0.007
20180105,100,도심권,111121,중구,48,33,0.006,0.044,0.8,0.005
20180105,104,동남권,111274,강동구,67,45,0.007,0.049,0.8,0.005
20180105,104,동남권,111273,송파구,65,36,0.008,0.038,0.7,0.006
20180105,104,동남권,111262,서초구,60,37,0.008,0.036,0.6,0.006
20180105,104,동남권,111261,강남구,46,37,0.006,0.044,0.7,0.006
20180105,103,서남권,111301,양천구,51,36,0.007,0.04,0.7,0.005
20180105,103,서남권,111281,금천구,49,34,0.009,0.044,0.8,0.006
20180105,103,서남권,111251,관악구,48,36,0.007,0.041,0.5,0.007
20180105,103,서남권,111241,동작구,53,34,0.01,0.043,0.7,0.005
20180105,103,서남권,111231,영등포구,61,40,0.009,0.034,0.8,0.008
20180105,103,서남권,111221,구로구,61,42,0.006,0.028,0.6,0.007
20180105,103,서남권,111212,강서구,74,40,0.01,0.043,0.7,0.005
20180105,102,동북권,111311,노원구,63,40,0.008,0.044,0.9,0.007
20180105,102,동북권,111291,강북구,56,34,0.013,0.042,0.8,0.005
20180105,102,동북권,111171,도봉구,65,41,0.012,0.039,0.8,0.004
20180105,102,동북권,111161,성북구,63,36,0.008,0.043,0.7,0.006
20180105,102,동북권,111152,동대문구,65,36,0.009,0.049,0.7,0.007
20180105,102,동북권,111151,중랑구,67,39,0.006,0.048,0.8,0.007
20180105,102,동북권,111142,성동구,59,37,0.006,0.041,0.6,0.006
20180105,102,동북권,111141,광진구,64,40,0.008,0.048,0.9,0.005
20180105,101,서북권,111201,마포구,55,36,0.007,0.043,0.8,0.006
20180105,101,서북권,111191,서대문구,0,0,0,0,0,0
20180105,101,서북권,111181,은평구,52,31,0.01,0.043,0.5,0.005
20180105,100,도심권,111131,용산구,50,35,0.007,0.043,0.5,0.006
20180105,100,도심권,111123,종로구,51,35,0.007,0.048,0.8,0.007
20180106,102,동북권,111291,강북구,42,26,0.019,0.031,0.8,0.004
20180106,104,동남권,111274,강동구,63,44,0.006,0.051,0.9,0.005
20180106,104,동남권,111273,송파구,60,29,0.009,0.04,0.7,0.005
20180106,104,동남권,111262,서초구,52,35,0.011,0.034,0.6,0.006
20180106,104,동남권,111261,강남구,35,30,0.01,0.037,0.6,0.006
20180106,103,서남권,111301,양천구,42,31,0.01,0.038,0.7,0.005
20180106,103,서남권,111281,금천구,43,31,0.011,0.04,0.7,0.006
20180106,103,서남권,111251,관악구,44,34,0.009,0.041,0.5,0.008
20180106,103,서남권,111241,동작구,47,30,0.012,0.04,0.6,0.005
20180106,103,서남권,111231,영등포구,53,36,0.01,0.034,0.7,0.007
20180106,103,서남권,111221,구로구,55,39,0.009,0.026,0.6,0.007
20180106,103,서남권,111212,강서구,50,33,0.015,0.037,0.7,0.004
20180106,102,동북권,111311,노원구,49,31,0.011,0.041,0.8,0.007
20180106,102,동북권,111171,도봉구,52,36,0.017,0.034,0.8,0.006
20180106,102,동북권,111161,성북구,51,34,0.011,0.042,0.7,0.006
20180106,102,동북권,111152,동대문구,50,31,0.016,0.036,0.6,0.007
20180106,102,동북권,111151,중랑구,52,34,0.009,0.043,0.8,0.006
20180106,102,동북권,111142,성동구,46,30,0.011,0.033,0.4,0.005
20180106,102,동북권,111141,광진구,54,34,0.009,0.046,0.8,0.005
20180106,101,서북권,111201,마포구,45,32,0.014,0.035,0.7,0.005
20180106,101,서북권,111191,서대문구,0,0,0,0,0,0
20180106,101,서북권,111181,은평구,45,31,0.017,0.035,0.6,0.004
20180106,100,도심권,111131,용산구,44,26,0.013,0.033,0.4,0.005
20180106,100,도심권,111123,종로구,38,27,0.017,0.034,0.7,0.007
20180106,100,도심권,111121,중구,38,26,0.015,0.033,0.7,0.005
20180107,102,동북권,111311,노원구,57,39,0.005,0.048,1,0.007
20180107,104,동남권,111274,강동구,57,45,0.004,0.049,0.9,0.005
20180107,104,동남권,111273,송파구,57,31,0.005,0.041,0.9,0.005
20180107,104,동남권,111262,서초구,62,43,0.004,0.044,0.8,0.005
20180107,104,동남권,111261,강남구,46,42,0.003,0.048,0.7,0.006
20180107,103,서남권,111301,양천구,53,41,0.003,0.053,1.1,0.005
20180107,103,서남권,111281,금천구,53,40,0.003,0.055,1,0.005
20180107,103,서남권,111251,관악구,54,45,0.002,0.054,0.8,0.007
20180107,103,서남권,111241,동작구,59,44,0.004,0.057,1,0.005
20180107,103,서남권,111231,영등포구,58,44,0.005,0.043,0.8,0.007
20180107,103,서남권,111221,구로구,62,43,0.003,0.034,0.8,0.007
20180107,103,서남권,111212,강서구,67,45,0.004,0.056,1,0.004
20180107,102,동북권,111291,강북구,49,31,0.007,0.047,0.9,0.004
20180107,102,동북권,111171,도봉구,56,39,0.006,0.05,0.9,0.004
20180107,102,동북권,111161,성북구,55,41,0.004,0.052,0.9,0.006
20180107,102,동북권,111152,동대문구,57,38,0.005,0.057,0.8,0.007
20180107,102,동북권,111151,중랑구,55,37,0.005,0.045,0.8,0.006
20180107,102,동북권,111142,성동구,55,41,0.004,0.042,0.7,0.005
20180107,102,동북권,111141,광진구,58,39,0.005,0.048,0.8,0.005
20180107,101,서북권,111201,마포구,55,39,0.004,0.051,0.9,0.005
20180107,101,서북권,111191,서대문구,0,0,0,0,0,0
20180107,101,서북권,111181,은평구,44,33,0.008,0.049,0.9,0.004
20180107,100,도심권,111131,용산구,53,37,0.004,0.045,0.6,0.005
20180107,100,도심권,111123,종로구,47,36,0.005,0.053,1,0.007
20180107,100,도심권,111121,중구,46,35,0.004,0.049,0.9,0.004
20180108,100,도심권,111131,용산구,56,41,0.006,0.047,0.6,0.006
20180108,104,동남권,111274,강동구,55,41,0.006,0.051,0.9,0.006
20180108,104,동남권,111273,송파구,54,36,0.007,0.043,0.8,0.006
20180108,104,동남권,111262,서초구,67,47,0.008,0.039,0.8,0.006
20180108,104,동남권,111261,강남구,52,44,0.005,0.05,0.8,0.006
20180108,103,서남권,111301,양천구,54,42,0.006,0.045,0.8,0.005
20180108,103,서남권,111281,금천구,58,43,0.008,0.048,0.9,0.006
20180108,103,서남권,111251,관악구,55,47,0.005,0.048,0.6,0.007
20180108,103,서남권,111241,동작구,59,46,0.009,0.05,0.8,0.005
20180108,103,서남권,111231,영등포구,62,42,0.006,0.039,0.7,0.007
20180108,103,서남권,111221,구로구,65,43,0.005,0.03,0.7,0.007
20180108,103,서남권,111212,강서구,62,44,0.009,0.045,0.7,0.005
20180108,100,도심권,111123,종로구,49,37,0.006,0.053,0.9,0.007
20180108,102,동북권,111311,노원구,61,43,0.007,0.047,0.9,0.007
20180108,100,도심권,111121,중구,52,40,0.006,0.048,0.9,0.005
20180108,102,동북권,111291,강북구,51,33,0.01,0.045,0.8,0.005
20180108,102,동북권,111171,도봉구,57,39,0.01,0.044,0.9,0.006
20180108,102,동북권,111161,성북구,54,39,0.007,0.046,0.8,0.006
20180108,102,동북권,111152,동대문구,58,36,0.006,0.055,0.7,0.007
20180108,102,동북권,111151,중랑구,55,39,0.005,0.052,0.8,0.007
20180108,102,동북권,111142,성동구,57,39,0.005,0.044,0.7,0.006
20180108,102,동북권,111141,광진구,64,42,0.007,0.052,0.9,0.006
20180108,101,서북권,111201,마포구,61,44,0.007,0.049,0.9,0.006
20180108,101,서북권,111191,서대문구,0,0,0,0,0,0
20180108,101,서북권,111181,은평구,51,33,0.009,0.047,0.9,0.005
20180109,100,도심권,111121,중구,37,19,0.024,0.016,0.4,0.004
20180109,104,동남권,111274,강동구,47,23,0.023,0.019,0.5,0.005
20180109,104,동남권,111273,송파구,48,21,0.026,0.015,0.3,0.004
20180109,104,동남권,111262,서초구,48,23,0.022,0.016,0.4,0.006
20180109,104,동남권,111261,강남구,36,20,0.015,0.02,0.4,0.005
20180109,103,서남권,111301,양천구,36,19,0.018,0.02,0.4,0.004
20180109,103,서남권,111281,금천구,40,20,0.022,0.021,0.4,0.005
20180109,103,서남권,111251,관악구,37,22,0.019,0.02,0.2,0.006
20180109,103,서남권,111241,동작구,43,21,0.024,0.019,0.4,0.004
20180109,103,서남권,111231,영등포구,46,23,0.019,0.02,0.6,0.006
20180109,103,서남권,111221,구로구,47,24,0.016,0.014,0.4,0.007
20180109,103,서남권,111212,강서구,38,21,0.024,0.019,0.4,0.004
20180109,102,동북권,111311,노원구,42,20,0.03,0.013,0.4,0.006
20180109,102,동북권,111291,강북구,40,17,0.034,0.01,0.4,0.004
20180109,102,동북권,111171,도봉구,46,19,0.029,0.01,0.3,0.004
20180109,102,동북권,111161,성북구,43,22,0.023,0.016,0.4,0.005
20180109,102,동북권,111152,동대문구,48,19,0.023,0.018,0.5,0.006
20180109,102,동북권,111151,중랑구,48,24,0.022,0.018,0.5,0.006
20180109,102,동북권,111142,성동구,46,21,0.019,0.018,0.4,0.005
20180109,102,동북권,111141,광진구,45,20,0.025,0.019,0.5,0.003
20180109,101,서북권,111201,마포구,40,21,0.023,0.019,0.5,0.005
20180109,101,서북권,111191,서대문구,0,0,0,0,0,0
20180109,101,서북권,111181,은평구,48,21,0.027,0.02,0.5,0.004
20180109,100,도심권,111131,용산구,40,19,0.021,0.018,0.3,0.004
20180109,100,도심권,111123,종로구,37,19,0.023,0.021,0.5,0.006
20180110,100,도심권,111121,중구,28,12,0.023,0.015,0.4,0.003
20180110,104,동남권,111274,강동구,38,16,0.021,0.019,0.4,0.004
20180110,104,동남권,111273,송파구,36,11,0.022,0.015,0.3,0.004
20180110,104,동남권,111262,서초구,37,15,0.021,0.014,0.3,0.005
20180110,104,동남권,111261,강남구,28,13,0.014,0.018,0.4,0.005
20180110,103,서남권,111301,양천구,30,13,0.015,0.022,0.4,0.004
20180110,103,서남권,111281,금천구,33,14,0.02,0.021,0.4,0.004
20180110,103,서남권,111251,관악구,29,14,0.017,0.021,0.3,0.006
20180110,103,서남권,111241,동작구,33,13,0.021,0.019,0.4,0.004
20180110,103,서남권,111231,영등포구,39,18,0.015,0.021,0.6,0.006
20180110,103,서남권,111221,구로구,38,19,0.013,0.015,0.4,0.006
20180110,103,서남권,111212,강서구,29,16,0.02,0.02,0.4,0.003
20180110,102,동북권,111311,노원구,34,13,0.024,0.015,0.4,0.005
20180110,102,동북권,111291,강북구,31,9,0.032,0.009,0.3,0.004
20180110,102,동북권,111171,도봉구,37,14,0.025,0.01,0.3,0.004
20180110,102,동북권,111161,성북구,35,13,0.023,0.015,0.3,0.005
20180110,102,동북권,111152,동대문구,38,14,0.023,0.016,0.4,0.005
20180110,102,동북권,111151,중랑구,42,17,0.02,0.017,0.4,0.006
20180110,102,동북권,111142,성동구,36,15,0.017,0.016,0.2,0.004
20180110,102,동북권,111141,광진구,32,13,0.022,0.018,0.4,0.003
20180110,101,서북권,111201,마포구,30,15,0.021,0.018,0.4,0.004
20180110,101,서북권,111191,서대문구,0,0,0,0,0,0
20180110,101,서북권,111181,은평구,40,16,0.025,0.019,0.5,0.004
20180110,100,도심권,111131,용산구,32,13,0.018,0.019,0.3,0.004
20180110,100,도심권,111123,종로구,27,13,0.022,0.019,0.4,0.006
20180111,102,동북권,111291,강북구,28,17,0.028,0.01,0.4,0.005
20180111,104,동남권,111274,강동구,35,25,0.019,0.019,0.5,0.005
20180111,104,동남권,111273,송파구,35,19,0.021,0.015,0.4,0.005
20180111,104,동남권,111262,서초구,36,25,0.018,0.015,0.4,0.006
20180111,104,동남권,111261,강남구,26,23,0.012,0.02,0.4,0.005
20180111,103,서남권,111301,양천구,30,24,0.014,0.019,0.5,0.003
20180111,103,서남권,111281,금천구,31,22,0.018,0.021,0.4,0.005
20180111,103,서남권,111251,관악구,30,22,0.017,0.02,0.3,0.006
20180111,103,서남권,111241,동작구,35,24,0.018,0.018,0.4,0.004
20180111,103,서남권,111231,영등포구,38,26,0.015,0.019,0.6,0.007
20180111,103,서남권,111221,구로구,37,27,0.013,0.013,0.5,0.006
20180111,103,서남권,111212,강서구,31,23,0.019,0.018,0.4,0.004
20180111,102,동북권,111311,노원구,34,22,0.023,0.014,0.4,0.006
20180111,102,동북권,111171,도봉구,33,23,0.021,0.01,0.4,0.004
20180111,102,동북권,111161,성북구,32,23,0.02,0.016,0.4,0.005
20180111,102,동북권,111152,동대문구,37,23,0.02,0.018,0.5,0.006
20180111,102,동북권,111151,중랑구,38,27,0.018,0.018,0.5,0.006
20180111,102,동북권,111142,성동구,34,24,0.015,0.017,0.2,0.005
20180111,102,동북권,111141,광진구,34,23,0.02,0.019,0.5,0.003
20180111,101,서북권,111201,마포구,31,23,0.019,0.018,0.5,0.005
20180111,101,서북권,111191,서대문구,0,0,0,0,0,0
20180111,101,서북권,111181,은평구,37,25,0.022,0.018,0.5,0.004
20180111,100,도심권,111131,용산구,34,23,0.017,0.018,0.3,0.004
20180111,100,도심권,111123,종로구,30,22,0.018,0.02,0.5,0.006
20180111,100,도심권,111121,중구,29,22,0.02,0.016,0.5,0.004
20180112,102,동북권,111311,노원구,25,15,0.018,0.027,0.5,0.006
20180112,104,동남권,111274,강동구,26,17,0.013,0.035,0.5,0.004
20180112,104,동남권,111273,송파구,25,14,0.017,0.026,0.5,0.005
20180112,104,동남권,111262,서초구,27,17,0.014,0.027,0.4,0.006
20180112,104,동남권,111261,강남구,20,16,0.011,0.03,0.5,0.005
20180112,103,서남권,111301,양천구,24,16,0.012,0.03,0.5,0.004
20180112,103,서남권,111281,금천구,27,19,0.014,0.049,0.5,0.005
20180112,103,서남권,111251,관악구,26,17,0.013,0.033,0.4,0.007
20180112,103,서남권,111241,동작구,27,16,0.014,0.031,0.4,0.003
20180112,103,서남권,111231,영등포구,28,19,0.014,0.028,0.6,0.007
20180112,103,서남권,111221,구로구,29,18,0.011,0.02,0.3,0.007
20180112,103,서남권,111212,강서구,27,19,0.017,0.03,0.4,0.004
20180112,102,동북권,111291,강북구,16,9,0.025,0.021,0.4,0.004
20180112,102,동북권,111171,도봉구,22,14,0.017,0.022,0.6,0.003
20180112,102,동북권,111161,성북구,23,15,0.016,0.03,0.5,0.005
20180112,102,동북권,111152,동대문구,25,15,0.02,0.029,0.5,0.006
20180112,102,동북권,111151,중랑구,28,16,0.013,0.033,0.5,0.006
20180112,102,동북권,111142,성동구,24,16,0.013,0.026,0.5,0.004
20180112,102,동북권,111141,광진구,24,15,0.017,0.031,0.5,0.004
20180112,101,서북권,111201,마포구,23,15,0.017,0.028,0.5,0.005
20180112,101,서북권,111191,서대문구,0,0,0,0,0,0
20180112,101,서북권,111181,은평구,24,15,0.022,0.026,0.5,0.004
20180112,100,도심권,111131,용산구,22,12,0.015,0.029,0.3,0.004
20180112,100,도심권,111123,종로구,21,14,0.017,0.03,0.5,0.006
20180112,100,도심권,111121,중구,20,14,0.018,0.026,0.5,0.003
20180113,100,도심권,111131,용산구,51,35,0.003,0.048,0.5,0.005
20180113,104,동남권,111274,강동구,50,39,0.003,0.051,0.7,0.005
20180113,104,동남권,111273,송파구,48,25,0.004,0.044,0.7,0.005
20180113,104,동남권,111262,서초구,57,43,0.003,0.043,0.7,0.006
20180113,104,동남권,111261,강남구,44,43,0.002,0.049,0.7,0.005
20180113,103,서남권,111301,양천구,51,41,0.002,0.053,0.9,0.004
20180113,103,서남권,111281,금천구,52,42,0.003,0.052,0.8,0.005
20180113,103,서남권,111251,관악구,52,44,0.003,0.055,0.7,0.007
20180113,103,서남권,111241,동작구,54,45,0.003,0.053,0.7,0.004
20180113,103,서남권,111231,영등포구,53,42,0.005,0.043,0.7,0.007
20180113,103,서남권,111221,구로구,54,41,0.003,0.032,0.5,0.007
20180113,103,서남권,111212,강서구,58,45,0.003,0.059,0.8,0.004
20180113,100,도심권,111123,종로구,48,37,0.003,0.055,0.9,0.006
20180113,102,동북권,111311,노원구,54,37,0.003,0.051,0.9,0.007
20180113,100,도심권,111121,중구,54,40,0.003,0.053,0.9,0.005
20180113,102,동북권,111291,강북구,54,34,0.003,0.055,0.9,0.005
20180113,102,동북권,111171,도봉구,52,37,0.004,0.051,0.9,0.006
20180113,102,동북권,111161,성북구,53,39,0.003,0.052,0.9,0.006
20180113,102,동북권,111152,동대문구,59,35,0.003,0.06,0.7,0.006
20180113,102,동북권,111151,중랑구,53,36,0.003,0.047,0.7,0.006
20180113,102,동북권,111142,성동구,51,39,0.003,0.044,0.7,0.006
20180113,102,동북권,111141,광진구,54,36,0.004,0.049,0.7,0.004
20180113,101,서북권,111201,마포구,56,41,0.002,0.054,0.9,0.005
20180113,101,서북권,111191,서대문구,93,10,0.003,0.047,1.1,0.004
20180113,101,서북권,111181,은평구,51,37,0.005,0.053,0.9,0.005
20180114,102,동북권,111311,노원구,77,57,0.008,0.047,1,0.007
20180114,104,동남권,111274,강동구,70,55,0.01,0.041,0.8,0.005
20180114,104,동남권,111273,송파구,65,37,0.013,0.034,0.8,0.005
20180114,104,동남권,111262,서초구,75,53,0.012,0.032,0.7,0.006
20180114,104,동남권,111261,강남구,63,58,0.007,0.037,0.6,0.006
20180114,103,서남권,111301,양천구,66,57,0.008,0.042,0.8,0
20180114,103,서남권,111281,금천구,68,55,0.015,0.039,0.8,0.004
20180114,103,서남권,111251,관악구,63,56,0.011,0.043,0.7,0.008
20180114,103,서남권,111241,동작구,70,61,0.013,0.043,0.7,0.004
20180114,103,서남권,111231,영등포구,69,52,0.01,0.034,0.7,0.007
20180114,103,서남권,111221,구로구,69,53,0.009,0.027,0.4,0.007
20180114,103,서남권,111212,강서구,71,58,0.009,0.047,0.7,0.004
20180114,102,동북권,111291,강북구,74,49,0.008,0.044,0.9,0.006
20180114,102,동북권,111171,도봉구,72,48,0.009,0.047,0.9,0.007
20180114,102,동북권,111161,성북구,68,55,0.006,0.045,0.9,0.006
20180114,102,동북권,111152,동대문구,76,49,0.008,0.049,0.6,0.006
20180114,102,동북권,111151,중랑구,72,51,0.011,0.038,0.7,0.006
20180114,102,동북권,111142,성동구,66,52,0.007,0.036,0.7,0.006
20180114,102,동북권,111141,광진구,74,52,0.011,0.041,0.7,0.004
20180114,101,서북권,111201,마포구,70,53,0.01,0.04,0.8,0.005
20180114,101,서북권,111191,서대문구,75,36,0.013,0.037,0.5,0.004
20180114,101,서북권,111181,은평구,61,46,0.018,0.034,0.7,0.004
20180114,100,도심권,111131,용산구,68,57,0.008,0.04,0.5,0.005
20180114,100,도심권,111123,종로구,64,50,0.008,0.045,0.9,0.006
20180114,100,도심권,111121,중구,67,54,0.008,0.044,0.8,0.005
20180115,100,도심권,111121,중구,63,45,0.011,0.051,0.8,0.005
20180115,104,동남권,111274,강동구,67,47,0.008,0.058,0.9,0.005
20180115,104,동남권,111273,송파구,62,44,0.011,0.045,0.8,0.005
20180115,104,동남권,111262,서초구,74,49,0.012,0.04,0.6,0.007
20180115,104,동남권,111261,강남구,62,51,0.008,0.048,0.7,0.007
20180115,103,서남권,111301,양천구,67,52,0.011,0.046,0.8,0.006
20180115,103,서남권,111281,금천구,69,49,0.015,0.045,0.7,0.006
20180115,103,서남권,111251,관악구,70,56,0.013,0.048,0.6,0.009
20180115,103,서남권,111241,동작구,66,49,0.017,0.044,0.6,0.005
20180115,103,서남권,111231,영등포구,74,53,0.01,0.04,0.7,0.008
20180115,103,서남권,111221,구로구,79,56,0.01,0.031,0.4,0.009
20180115,103,서남권,111212,강서구,75,57,0.014,0.05,0.8,0.005
20180115,102,동북권,111311,노원구,64,42,0.014,0.051,0.9,0.008
20180115,102,동북권,111291,강북구,59,36,0.019,0.043,0.7,0.008
20180115,102,동북권,111171,도봉구,67,44,0.017,0.047,0.9,0.006
20180115,102,동북권,111161,성북구,54,50,0.01,0.052,1,0.007
20180115,102,동북권,111152,동대문구,77,48,0.01,0.06,0.7,0.008
20180115,102,동북권,111151,중랑구,71,46,0.01,0.053,0.8,0.007
20180115,102,동북권,111142,성동구,70,52,0.006,0.047,0.7,0.007
20180115,102,동북권,111141,광진구,72,45,0.01,0.055,0.8,0.005
20180115,101,서북권,111201,마포구,75,51,0.012,0.046,0.8,0.006
20180115,101,서북권,111191,서대문구,83,42,0.014,0.043,0.7,0.004
20180115,101,서북권,111181,은평구,64,44,0.017,0.049,0.8,0.005
20180115,100,도심권,111131,용산구,67,52,0.009,0.046,0.5,0.006
20180115,100,도심권,111123,종로구,63,45,0.011,0.053,0.9,0.007
20180116,102,동북권,111291,강북구,111,72,0.004,0.072,1.1,0.008
20180116,104,동남권,111274,강동구,109,83,0.005,0.06,1.1,0.006
